Identifier,Company Name,Company Type,Country,Year Founded,Company Status,Stock Exchange,Price,Market Cap (MM) (USD),Number of Employees,Gross Profit (MM) (USD),Net Income (MM) (USD),Earnings Per Share (EPS) (Basic) (USD),Earnings Per Share (EPS) (Diluted) (USD),Common Shares Outstanding (MM),Total Debt (MM) (USD),Cash & Short Term Investments (MM) (USD),Book Value Per Share (BVPS) (MM) (USD),Long Term Debt (MM) (USD),Total Assets (MM) (USD),Free Cash Flow (FCF) (MM) (USD),Capital Expenditures (MM) (USD),Dividend Yield,Price to Earnings (P/E),Return on Equity (ROE),Interest Coverage,Total Debt/EBITDA,Sales Growth
00DR3Q-E,"Matson, Inc.",Public,United States,1882,Active,NYSE,88.65,4178.21,4288.00,"1,531.50","1,063.90",27.28,27.07,36.30,910.70,253.70,63.28,690.20,"4,481.20","1,012.80",211.10,1.95,2.31,53.67,67.94,0.32,10.64
07MJ09-E,"R1 RCM, Inc.",Public,United States,2003,Active,NASDAQ,11.53,4176.31,27800.00,359.70,-63.30,-0.18,-0.18,417.72,"1,914.40",110.10,6.47,"1,827.00","5,121.80",-103.40,93.50,0.00,-,-4.17,2.83,5.11,22.50
0HT5CW-E,PagSeguro Digital Ltd.,Public,Brazil,2006,Active,NYSE,7.74,4175.29,8952.00,"1,478.84",291.37,0.89,0.89,324.28,"2,283.04",555.40,6.92,366.41,"8,585.51",463.93,413.67,0.00,9.81,14.12,1.61,1.90,53.79
009RJM-E,EchoStar Corp.,Public,United States,1980,Active,NASDAQ,15.44,4174.32,2300.00,710.18,177.05,2.11,2.10,82.98,"1,650.56","1,678.46",42.21,"1,632.71","6,199.00",205.71,349.00,0.00,7.93,5.16,1.88,2.31,0.62
000JRC-E,"First Financial Bankshares, Inc.",Public,United States,1956,Active,NASDAQ,25.95,4171.38,1501.00,-,234.48,1.64,1.64,141.73,642.51,-,8.93,21.05,"12,974.07",191.65,15.78,1.92,21.01,15.50,-,-,9.33
000KX5-E,GATX Corp.,Public,United States,1898,Active,NYSE,109.03,4165.21,1904.00,572.60,155.90,4.40,4.34,35.27,"6,706.70",452.50,57.55,"6,148.40","10,317.80",-798.90,"1,255.80",1.96,24.49,7.70,1.54,9.06,1.24
0018G3-E,SM Energy Co.,Public,United States,1908,Active,NYSE,40.47,4150.08,539.00,"2,071.54","1,111.95",9.09,8.96,121.93,"1,605.95",445.00,25.30,"1,595.83","5,803.24",786.84,879.93,0.89,3.89,43.19,14.16,0.61,28.05
000KT8-E,H.B. Fuller Co.,Public,United States,1887,Active,NYSE,70.12,4146.15,-,"1,030.15",144.91,2.67,2.59,54.09,"1,838.43",179.45,32.45,"1,836.59","4,723.58",215.87,119.14,1.05,29.69,8.61,2.99,3.27,-6.35
000D61-E,Cabot Corp.,Public,United States,1882,Active,NYSE,67.90,4136.01,4300.00,839.00,437.00,7.79,7.73,55.24,"1,375.00",238.00,22.88,"1,178.00","3,604.00",263.00,244.00,2.22,8.96,40.43,5.29,1.90,-9.03
0GYY45-E,The Simply Good Foods Co.,Public,United States,2017,Active,NASDAQ,37.54,4130.24,271.00,436.00,133.58,1.34,1.32,99.56,327.70,87.72,15.78,320.00,"2,125.02",156.24,12.19,0.00,26.03,8.88,6.82,1.21,6.33
0X8WFH-E,"Howard Hughes Holdings, Inc.",Public,United States,2023,Active,NYSE,72.83,4103.97,740.00,429.54,184.53,3.65,3.65,49.80,"4,798.50","1,098.94",71.09,"4,632.44","9,603.46",123.12,409.82,0.00,20.94,5.09,3.24,31.62,12.51
05SWQW-E,Portland General Electric Co.,Public,United States,1888,Active,NYSE,42.24,4095.52,2873.00,103.00,233.00,2.61,2.60,89.28,"3,982.00",165.00,31.13,"3,698.00","10,735.00",-250.00,766.00,3.65,18.85,8.49,-2.42,172.17,7.76
000R7G-E,New Jersey Resources Corp.,Public,United States,1981,Active,NYSE,43.07,4080.64,1350.00,299.83,264.72,2.73,2.71,97.58,"3,289.07",21.75,20.40,"2,916.04","6,537.50",-216.41,500.36,3.91,14.98,13.90,2.27,6.89,-33.80
061SW6-E,Huntsman Corp.,Public,United States,1970,Active,NYSE,24.14,4078.32,7000.00,"1,546.00",448.00,2.29,2.27,183.63,"2,124.00",654.00,19.73,"2,007.00","8,220.00",471.00,272.00,3.09,12.13,11.20,11.45,1.66,4.60
0L858H-E,Envista Holdings Corp.,Public,United States,1891,Active,NYSE,22.10,4062.23,12700.00,"1,488.40",238.00,1.46,1.34,163.20,"1,529.10",606.90,25.78,992.10,"6,722.60",107.00,75.70,0.00,25.12,5.76,9.67,2.59,2.40
0J80XM-E,Magnolia Oil & Gas Corp.,Public,United States,2017,Active,NYSE,22.85,4060.25,213.00,"1,240.24",885.63,4.73,4.71,213.87,399.20,675.44,7.37,395.24,"2,572.59",666.22,555.27,1.71,4.98,74.02,45.81,0.30,57.14
0010YB-E,"Wolfspeed, Inc.",Public,United States,1987,Active,NYSE,34.82,4059.28,4802.00,268.60,-329.90,-2.65,-2.65,124.79,"4,309.90","2,954.90",13.00,"4,301.50","6,586.70","-1,098.40",962.30,0.00,-,-16.25,-4.50,-,23.55
0GCPCS-E,"Herc Holdings, Inc.",Public,United States,1965,Active,NYSE,124.00,4049.63,6600.00,969.20,329.90,11.15,10.92,28.90,"3,615.40",53.50,38.36,"3,557.40","6,311.70",-423.60,"1,272.20",1.75,12.04,31.64,4.58,2.56,32.11
08BFN8-E,"Asana, Inc.",Public,United States,2008,Active,NYSE,20.30,4039.00,1782.00,491.20,-407.77,-2.04,-2.04,214.29,271.54,529.30,1.66,256.71,954.96,-167.22,7.16,0.00,-,-145.52,-199.28,-,44.60
0JLFS1-E,Skyline Champion Corp.,Public,United States,1959,Active,NYSE,59.49,4030.04,7700.00,808.04,401.80,7.05,7.00,57.11,42.72,747.45,21.59,35.80,"1,562.72",363.98,52.24,0.00,10.75,39.05,158.31,0.02,18.09
00650X-E,"Ormat Technologies, Inc.",Public,United States,1965,Active,NYSE,65.57,4025.62,1480.00,268.82,65.84,1.17,1.17,56.10,"2,052.71",226.68,33.29,"1,867.01","4,611.58",-309.65,563.48,0.56,74.21,3.54,1.76,5.19,10.72
00FKGV-E,"Axsome Therapeutics, Inc.",Public,United States,2012,Active,NASDAQ,65.14,4019.79,383.00,39.28,-187.13,-4.60,-4.60,43.50,94.68,200.84,2.52,94.26,331.48,-117.21,0.70,0.00,-,-298.97,-24.00,-,-
002RHJ-E,"Silicon Laboratories, Inc.",Public,United States,1996,Active,NASDAQ,91.54,4014.68,1964.00,608.49,91.40,2.61,2.54,31.99,553.86,"1,191.94",43.91,547.58,"2,169.43",45.28,26.53,0.00,53.50,5.05,35.89,3.01,42.07
0G98QR-E,"Ashland, Inc.",Public,United States,1924,Active,NYSE,77.60,4013.50,3800.00,521.00,168.00,3.36,3.36,51.00,"1,458.00",494.00,60.73,"1,420.00","5,939.00",48.00,170.00,1.76,24.32,5.32,2.95,2.84,-8.36
002T0L-E,"Insmed, Inc.",Public,United States,1988,Active,NASDAQ,24.85,4005.74,736.00,185.18,-481.53,-3.91,-3.91,135.65,"1,328.03","1,148.28",0.65,"1,317.75","1,656.44",-410.32,9.88,0.00,-,-193.22,-18.08,-,30.19
000F9S-E,CorVel Corp.,Public,United States,1987,Active,NASDAQ,199.64,3998.33,4444.00,133.14,66.37,3.83,3.77,17.17,33.76,71.33,11.78,23.86,415.51,55.97,26.32,0.00,50.44,32.02,-,0.00,11.19
0013HM-E,"American Eagle Outfitters, Inc.",Public,United States,1977,Active,NYSE,18.53,3994.22,40000.00,"1,542.75",125.14,0.69,0.64,195.06,"1,367.37",170.21,8.20,"1,030.11","3,814.10",81.15,260.38,2.30,24.61,8.28,19.96,0.02,-0.42
0D4531-E,"YETI Holdings, Inc.",Public,United States,2006,Active,NYSE,43.62,3976.99,922.00,763.40,89.69,1.04,1.03,86.43,164.08,234.74,6.09,127.39,"1,076.77",54.97,56.91,0.00,40.16,17.18,28.57,0.58,13.06
0015K9-E,"Pegasystems, Inc.",Public,United States,1983,Active,NASDAQ,45.57,3974.75,6145.00,947.84,-345.58,-4.22,-4.22,82.44,687.74,297.22,1.59,672.76,"1,357.67",-22.88,35.38,0.35,-,-126.37,-11.25,-,8.76
0NBYZB-E,"Jackson Financial, Inc.",Public,United States,1961,Active,NYSE,40.77,3965.77,3895.00,-,"5,697.00",66.62,64.23,83.33,"4,403.00",-,101.08,"4,394.00","284,872.00","5,020.00",0.00,6.32,0.54,60.55,-,-,57.36
0NGNXY-E,Organon & Co.,Public,United States,2020,Active,NYSE,13.30,3961.89,10000.00,"3,894.00",917.00,3.61,3.59,254.37,"9,112.00",706.00,-3.51,"9,055.00","10,955.00",372.00,303.00,4.01,7.77,-,4.07,4.62,-2.92
07F0V6-E,The Wendy's Co.,Public,United States,1969,Active,NASDAQ,19.25,3958.11,14500.00,584.95,177.37,0.83,0.82,213.10,"4,281.81",831.80,2.19,"4,186.12","5,949.91",67.58,85.54,2.21,27.54,39.32,2.70,6.89,10.46
000LDT-E,Hancock Whitney Corp.,Public,United States,1984,Active,NASDAQ,38.55,3956.06,3591.00,-,392.60,-,4.54,86.35,-,-,44.05,-,"35,578.57",-,-,2.47,10.70,10.99,-,-,-5.52
0NPJ0S-E,"PowerSchool Holdings, Inc.",Public,United States,1997,Active,NYSE,20.30,3956.03,3232.00,298.51,-20.79,-0.13,-0.14,159.60,749.69,137.47,7.82,736.68,"3,704.04",145.36,45.11,0.00,-,-1.67,0.39,5.34,12.90
05MBY3-E,EnerSys,Public,United States,2000,Active,NYSE,90.41,3946.99,11350.00,841.90,175.81,4.31,4.25,40.90,"1,160.76",346.67,39.19,"1,108.80","3,619.14",162.63,88.77,0.81,20.42,11.36,4.52,2.76,10.46
00141M-E,"Advanced Energy Industries, Inc.",Public,United States,1981,Active,NASDAQ,91.75,3937.21,12000.00,620.21,201.88,5.33,5.29,37.43,484.49,460.95,28.49,447.72,"1,992.17",109.50,58.89,0.47,16.21,20.84,34.47,1.19,26.75
009T6H-E,"SolarEdge Technologies, Inc.",Public,Israel,2006,Active,NASDAQ,75.60,3926.22,4926.00,845.45,93.78,1.70,1.61,56.13,735.54,"1,024.23",38.77,716.09,"4,265.95",-138.06,169.34,0.00,175.50,5.38,26.82,1.98,58.38
05LC5Y-E,TFS Financial Corp.,Public,United States,1938,Active,NASDAQ,12.73,3921.53,-,-,73.68,0.27,0.26,280.36,"5,269.07",-,6.87,"3,846.59","16,972.09",29.29,5.10,9.56,44.69,3.91,-,-,45.86
0P2618-E,"Joby Aviation, Inc.",Public,United States,2009,Active,NYSE,6.24,3920.28,1422.00,-24.00,-258.04,-0.44,-0.44,622.60,27.32,"1,060.00",1.87,23.61,"1,292.98",-290.82,54.89,0.00,-,-20.80,"-3,323.75",-,-
000Y0T-E,UMB Financial Corp.,Public,United States,1967,Active,NASDAQ,69.32,3915.95,3770.00,-,431.68,8.93,8.86,48.32,"2,666.95",-,55.20,432.51,"38,853.83",631.42,51.72,1.78,9.43,14.85,-,-,27.64
0HWPY3-E,Sprott Physical Gold & Silver Trust,Public,Canada,2017,Active,NYSE ARCA,18.61,3913.05,-,6.74,4.73,0.02,0.02,214.95,0.00,"3,999.52",18.60,0.00,"3,999.52",-17.82,0.00,0.00,826.27,0.12,-,0.00,123.67
0JKTR7-E,"Essential Properties Realty Trust, Inc.",Public,United States,2018,Active,NYSE,23.35,3906.84,37.00,194.86,134.13,0.99,0.99,142.38,"1,441.31",71.50,17.48,"1,432.33","4,000.03",69.33,0.00,4.58,23.73,5.93,2.88,5.60,24.26
05MDGZ-E,"Vertex, Inc.",Public,United States,1978,Active,NASDAQ,23.40,3905.74,1400.00,282.27,-12.30,-0.08,-0.08,150.32,73.52,117.92,1.53,67.14,719.19,18.32,73.42,0.00,-,-5.35,-1.06,0.66,15.53
0JJVXQ-E,"Arcosa, Inc.",Public,United States,2017,Active,NYSE,67.66,3875.93,5230.00,422.80,244.80,5.08,5.05,48.40,587.20,160.40,45.13,565.80,"3,340.60",26.50,138.00,0.37,10.77,11.83,5.16,1.75,10.14
000PN0-E,"MDU Resources Group, Inc.",Public,United States,1924,Active,NYSE,19.05,3871.16,16800.00,817.29,367.28,1.81,1.81,203.62,"3,207.98",80.52,17.62,"2,848.93","9,840.29",-323.44,656.59,2.88,16.80,10.54,4.75,3.42,22.76
000L54-E,Goodyear Tire & Rubber Co.,Public,United States,1898,Active,NASDAQ,12.57,3870.43,74000.00,"4,249.00",202.00,0.71,0.71,282.90,"8,910.00","1,301.00",18.73,"8,088.00","22,431.00",-540.00,"1,061.00",0.00,14.37,3.92,1.86,4.12,19.04
0N6D0L-E,"Engagesmart, Inc.",Public,United States,2018,Active,NYSE,22.81,3865.91,971.00,222.62,20.59,0.13,0.12,166.08,31.79,311.78,4.85,27.16,910.20,45.75,6.55,0.00,144.62,2.64,34.07,0.00,40.52
0P3V00-E,"Clearwater Analytics Holdings, Inc.",Public,United States,2004,Active,NYSE,18.53,3861.97,1728.00,213.79,-7.97,-0.04,-0.04,191.23,76.60,255.61,1.41,68.00,481.94,50.25,7.76,0.00,-,-3.42,-,3.14,20.40
06D8MS-E,Copa Holdings SA,Public,Panama,1998,Active,NYSE,87.26,3856.40,7265.00,800.27,348.05,8.58,7.88,39.42,"1,682.68",934.75,37.86,"1,460.11","4,690.36",126.31,650.69,0.00,9.70,24.94,5.25,2.34,96.37
000XNL-E,Terex Corp.,Public,United States,1933,Active,NYSE,50.27,3817.26,9300.00,881.60,300.20,4.38,4.33,66.80,864.60,304.10,17.68,836.40,"3,118.10",116.00,109.60,1.22,9.88,26.21,8.66,1.62,13.66
003CZW-E,"Advance Auto Parts, Inc.",Public,United States,1929,Active,NYSE,57.14,3793.25,67000.00,"4,937.27",501.87,8.32,8.27,59.26,"4,066.14",269.28,45.19,"3,466.60","12,018.48",-38.07,425.96,4.08,17.79,17.29,14.76,1.32,1.43
001Q63-E,"Group 1 Automotive, Inc.",Public,United States,1995,Active,NYSE,274.95,3786.31,15491.00,"2,876.80",733.00,47.30,47.14,14.29,"2,342.70",47.90,156.55,"2,190.60","6,717.50",399.20,155.50,0.83,3.83,36.08,9.72,1.77,20.33
0PVZC9-E,Alvotech,Public,Luxembourg,2021,Active,NASDAQ,8.88,3778.90,947.00,8.58,-513.58,-2.60,-2.60,248.65,805.10,66.43,-2.27,780.02,828.44,-350.27,49.00,0.00,-,-,-3.78,-,-
009SBD-E,"Apple Hospitality REIT, Inc.",Public,United States,2007,Active,NYSE,16.86,3775.32,63.00,273.33,144.81,0.63,0.63,228.64,"1,490.10",43.51,13.90,"1,387.90","4,772.71",169.60,59.38,4.31,24.95,4.58,3.76,3.58,32.61
008K6T-E,"Box, Inc.",Public,United States,2005,Active,NYSE,25.20,3766.39,2487.00,738.32,26.78,0.06,0.06,144.30,564.42,461.25,-3.63,487.35,"1,207.17",278.49,16.50,0.00,561.23,90.89,-,3.88,13.33
0K74BN-E,Verra Mobility Corp.,Public,United States,2004,Active,NASDAQ,19.97,3763.69,1570.00,555.65,92.48,0.61,0.58,148.96,"1,251.70",109.12,1.55,"1,223.41","1,756.27",169.70,48.19,0.00,23.78,37.67,2.44,3.93,34.69
0011GL-E,"Azenta, Inc.",Public,United States,1978,Active,NASDAQ,49.77,3755.98,3500.00,233.26,-12.88,-0.22,-0.22,57.83,71.97,"1,022.43",43.82,61.80,"2,885.72",-21.95,39.44,0.00,-,-0.44,-,0.60,19.73
06DFGK-E,AllianceBernstein Holding LP,Public,United States,2000,Active,NYSE,28.40,3753.03,4436.00,0.00,274.17,2.69,2.69,99.27,0.00,0.00,20.87,0.00,"2,074.63",1.59,0.00,10.30,12.76,14.85,-,-,-
00B72L-E,"Grand Canyon Education, Inc.",Public,United States,2003,Active,NASDAQ,137.07,3738.41,5500.00,282.99,184.68,5.75,5.73,31.06,77.44,181.70,20.53,68.79,856.96,185.59,35.63,0.00,18.44,21.95,"118,750.00",0.00,1.64
06CZGM-E,PotlatchDeltic Corp.,Public,United States,1903,Active,NASDAQ,46.38,3730.11,1330.00,620.66,333.90,4.59,4.58,79.68,"1,054.98",343.81,28.40,"1,007.60","3,550.56",98.96,184.80,4.02,9.61,17.62,20.80,2.31,-0.50
000PBR-E,"M/I Homes, Inc.",Public,United States,1976,Active,NYSE,94.80,3721.67,1663.00,"1,068.31",490.66,17.60,17.24,27.44,"1,029.22",311.54,75.46,783.48,"3,738.42",174.74,9.33,0.00,2.68,26.56,17.51,1.43,10.51
000Y4T-E,United States Cellular Corp.,Public,United States,1983,Active,NYSE,45.03,3712.80,4900.00,"1,402.00",30.00,0.35,0.35,85.00,"4,236.00",308.00,53.58,"4,030.00","11,680.00",230.00,"1,187.00",0.00,59.78,0.66,0.53,3.68,1.14
000PFH-E,"ManpowerGroup, Inc.",Public,United States,1948,Active,NYSE,73.24,3711.91,30900.00,"3,572.40",373.80,7.16,7.08,50.56,"1,358.60",639.00,48.40,"1,226.50","9,130.40",207.80,75.60,3.27,11.75,15.05,14.08,1.32,-4.33
0MZLGN-E,"Rayzebio, Inc.",Public,United States,2020,Active,NASDAQ,22.35,3703.84,-,-1.53,-68.60,-1.32,-1.32,55.32,10.57,296.25,-2.01,9.43,324.78,-60.78,9.10,-,-,-27.15,-,-,-
00CPBV-E,Sprott Physical Silver Trust,Public,Canada,2010,Active,NYSE ARCA,7.88,3700.42,-,-18.73,103.22,0.23,0.23,483.13,0.00,"4,100.95",8.47,0.00,"4,100.99",-10.83,0.00,0.00,36.33,2.68,-,0.00,-
000Y6D-E,"Urban Outfitters, Inc.",Public,United States,1970,Active,NASDAQ,35.81,3698.39,26000.00,"1,433.63",159.70,1.71,1.70,92.18,"1,117.37",382.64,19.45,884.70,"3,682.91",-56.78,199.51,0.00,16.15,9.03,177.22,0.00,5.42
00986X-E,Main Street Capital Corp.,Public,United States,2007,Active,NYSE,40.68,3697.35,91.00,384.61,241.61,3.24,3.24,78.46,"2,010.16",51.03,26.87,"1,993.77","4,286.50",103.15,0.00,7.05,11.39,12.40,4.38,5.82,11.59
0PX6PN-E,"Symbotic, Inc.",Public,United States,2020,Active,NASDAQ,36.91,3691.99,1300.00,189.74,-23.87,-0.37,-0.37,82.11,13.64,545.51,0.00,12.29,"1,050.71",209.47,21.33,0.00,-,-656.92,-,-,98.36
000TH7-E,The Brink's Co.,Public,United States,1859,Active,NYSE,70.91,3688.78,72200.00,"1,073.60",173.50,3.61,3.57,46.30,"3,727.40","1,410.50",9.66,"3,523.10","6,366.00",259.70,182.60,1.49,15.05,60.87,3.06,5.02,7.98
000R5B-E,Neogen Corp.,Public,United States,1981,Active,NASDAQ,15.82,3680.84,2640.00,405.96,-22.87,-0.12,-0.12,216.25,897.53,245.57,14.49,894.25,"4,573.82",-24.73,65.76,0.00,-,-1.14,0.67,7.03,56.01
0DP5GM-E,"Cogent Communications Holdings, Inc.",Public,United States,1999,Active,NASDAQ,66.79,3664.78,1076.00,279.23,5.15,0.11,0.11,48.01,"1,355.08",275.91,-10.80,"1,325.89","1,010.18",-75.12,78.97,6.23,523.67,-,1.72,5.99,1.66
0GKNY7-E,"BlackLine, Inc.",Public,United States,2001,Active,NASDAQ,55.19,3664.55,1814.00,385.14,-29.39,-0.49,-0.49,60.02,"1,401.32","1,075.05",1.86,"1,394.38","1,943.66",45.04,30.18,0.00,-,-13.45,-15.28,-,22.84
00D326-E,"Ultragenyx Pharmaceutical, Inc.",Public,United States,2010,Active,NASDAQ,38.83,3662.30,1311.00,320.01,-707.42,-10.12,-10.12,70.20,907.03,748.62,5.02,895.25,"1,551.59",-496.59,146.12,0.00,-,-110.96,-15.09,-,3.39
0NT8CP-E,"Instructure Holdings, Inc.",Public,United States,2008,Active,NYSE,24.52,3657.91,1466.00,229.87,-34.24,-0.24,-0.24,142.92,514.30,185.95,8.93,503.08,"2,153.49",133.93,6.32,0.00,-,-2.69,-0.14,3.56,17.23
000L92-E,"Greif, Inc.",Public,United States,1877,Active,NYSE,66.23,3641.93,12000.00,"1,146.10",359.20,6.21,6.17,57.47,"2,540.40",180.90,33.89,"2,389.50","5,960.80",319.40,213.60,3.18,10.29,19.37,6.20,2.70,-17.81
0G0B21-E,"Warrior Met Coal, Inc.",Public,United States,2015,Active,NYSE,49.37,3639.76,854.00,885.81,641.30,12.42,12.40,51.65,335.68,838.09,28.02,311.59,"2,028.10",504.56,257.68,0.69,2.79,55.30,44.07,0.35,64.15
0CJ670-E,"Lantheus Holdings, Inc.",Public,United States,1956,Active,NASDAQ,64.32,3635.40,698.00,581.70,28.07,0.41,0.40,68.85,585.69,415.65,6.49,583.15,"1,321.26",263.43,18.35,0.00,128.30,6.16,9.87,4.70,119.91
001B9Z-E,"Arrowhead Pharmaceuticals, Inc.",Public,United States,1989,Active,NASDAQ,28.15,3625.83,525.00,228.24,-205.28,-1.92,-1.92,107.31,383.50,403.63,2.53,372.93,765.55,-330.63,176.74,0.00,-,-61.29,-11.19,-,-1.03
0Q5FDX-E,"nCino, Inc.",Public,United States,2011,Active,NASDAQ,29.57,3624.78,1791.00,223.20,-102.72,-0.93,-0.93,111.42,96.54,82.04,9.19,91.65,"1,327.27",-34.28,18.90,0.00,-,-9.82,-28.78,-,49.09
0H9BS7-E,"Krystal Biotech, Inc.",Public,United States,2016,Active,NASDAQ,122.15,3623.38,210.00,-4.06,-139.98,-5.49,-5.49,25.76,8.93,379.17,20.27,7.37,558.45,-153.55,52.98,0.00,-,-25.09,-,-,-
0VWK34-E,Knife River Corp.,Public,United States,1917,Active,NYSE,54.71,3618.54,3797.00,360.89,116.22,2.05,2.05,56.57,730.96,10.09,18.18,479.54,"2,294.32",28.48,178.16,-,-,11.73,7.02,2.10,13.72
00GMW7-E,"Lumentum Holdings, Inc.",Public,United States,1979,Active,NASDAQ,42.76,3604.60,7500.00,559.70,-131.60,-1.93,-1.93,66.40,"2,873.70","2,013.60",20.42,"2,547.70","4,632.10",51.30,128.50,0.00,-,-8.15,-0.69,13.40,3.18
0NRWHJ-E,"Paycor HCM, Inc.",Public,United States,2018,Active,NASDAQ,18.00,3594.40,2800.00,276.55,-93.22,-0.53,-0.53,176.54,21.31,95.23,7.21,16.39,"2,541.18",43.07,24.56,0.00,-,-7.29,-22.50,0.01,28.72
0DM362-E,Moelis & Co.,Public,United States,2007,Active,NYSE,43.36,3591.89,1107.00,-,150.35,2.29,2.14,63.99,192.76,207.54,6.95,176.53,"1,216.87",-147.61,5.96,6.25,17.95,32.21,-,0.00,-37.27
00CY6L-E,"Marathon Digital Holdings, Inc.",Public,United States,2010,Active,NASDAQ,9.41,3590.94,30.00,-33.67,-686.74,-6.05,-6.05,145.57,783.51,234.35,2.65,783.19,"1,195.24",-75.37,41.11,0.00,-,-128.60,-6.04,70.61,-26.02
000Y5N-E,Kemper Corp.,Public,United States,1967,Active,NYSE,42.07,3589.52,9500.00,-,-301.20,-4.72,-4.72,63.91,"1,459.50",-,38.23,"1,436.10","13,582.10",-320.80,30.80,2.52,-,-9.34,-,-,-3.48
0FGY8G-E,"Progyny, Inc.",Public,United States,2008,Active,NASDAQ,31.90,3585.23,400.00,167.33,30.36,0.33,0.30,92.69,7.71,189.30,4.07,6.48,546.00,77.15,3.24,0.00,102.57,9.66,-,0.00,57.19
000SZJ-E,Otter Tail Corp.,Public,United States,1907,Active,NASDAQ,82.89,3584.18,2422.00,408.18,284.18,6.83,6.78,41.63,850.97,119.00,29.24,837.70,"3,069.76",149.42,179.42,2.81,8.66,25.74,10.84,1.72,22.00
00CFC7-E,"Scorpio Tankers, Inc.",Public,Monaco,2009,Active,NYSE,58.55,3581.04,24.00,939.62,637.25,11.49,10.03,61.26,"1,932.10",376.87,40.92,"1,579.10","4,559.16",711.54,34.48,0.74,5.36,29.34,5.37,1.83,189.00
000YQL-E,WD-40 Co.,Public,United States,1953,Active,NASDAQ,219.66,3580.82,613.00,269.07,65.72,4.84,4.83,13.56,128.52,48.14,15.50,115.58,437.97,46.94,6.87,1.52,44.48,32.96,15.98,1.23,3.55
000VW5-E,Seaboard Corp.,Public,United States,1918,Active,NYSE AMERICAN,3599.99,3574.63,13000.00,"1,092.00",580.00,499.66,499.66,1.16,"1,832.00","1,311.00","4,304.01","1,163.00","8,146.00",192.00,474.00,0.24,7.56,12.32,15.63,1.42,21.82
000XQS-E,"Tidewater, Inc.",Public,United States,1955,Active,NYSE,70.42,3569.29,6300.00,129.09,-21.75,-0.49,-0.49,50.55,176.65,165.43,17.13,174.54,"1,297.66",23.20,16.64,0.00,-,-2.78,1.70,1.14,74.56
0DDCVJ-E,JFrog Ltd.,Public,United States,2008,Active,NASDAQ,26.83,3559.86,1300.00,216.95,-90.18,-0.91,-0.91,100.91,23.96,443.21,6.19,16.83,871.22,17.10,4.63,0.00,-,-14.28,-,-,35.49
000BG4-E,Ameris Bancorp,Public,United States,1971,Active,NASDAQ,41.84,3558.95,2847.00,-,346.54,5.01,4.99,69.37,"2,069.15",-,46.09,"2,057.82","25,158.33",429.21,63.57,1.27,9.44,11.24,-,-,25.39
000FBK-E,"Cousins Properties, Inc.",Public,United States,1958,Active,NYSE,19.88,3554.55,286.00,206.31,166.79,1.11,1.11,151.46,"2,440.02",5.15,30.54,"2,431.58","7,537.02",-152.55,342.24,5.06,22.79,3.63,2.02,4.95,0.96
0022RM-E,"Blackstone Mortgage Trust, Inc.",Public,United States,1997,Active,NYSE,21.71,3547.62,-,"1,208.81",248.64,1.46,1.46,171.70,"20,382.88",291.34,26.32,"19,066.76","25,353.99",-24.56,0.00,11.71,14.53,5.46,1.65,17.32,55.60
0012RS-E,"PENN Entertainment, Inc.",Public,United States,1982,Active,NASDAQ,22.72,3532.95,21875.00,"2,202.60",222.10,1.38,1.26,152.90,"12,908.90","1,643.00",23.40,"12,595.00","20,320.30",697.80,272.40,0.00,23.62,5.77,1.44,6.79,8.41
002ZMG-E,Camtek Ltd.,Public,Israel,1987,Active,NASDAQ,56.47,3531.30,446.00,159.86,79.95,1.81,1.66,44.41,199.44,399.66,8.65,198.14,679.29,49.60,8.29,0.00,12.13,23.59,74.50,2.25,19.01
005W0W-E,"Amicus Therapeutics, Inc.",Public,United States,2002,Active,NASDAQ,11.58,3527.75,484.00,285.29,-236.57,-0.82,-0.82,281.11,452.12,293.60,0.44,443.57,724.17,-170.34,3.77,0.00,-,-109.93,-5.51,-,7.76
00148D-E,"Rush Enterprises, Inc.",Public,United States,1965,Active,NASDAQ,38.08,3507.91,8039.00,"1,431.49",391.38,4.71,4.57,81.64,"1,435.36",201.04,21.37,457.95,"3,821.07",-1.89,243.06,1.53,7.63,24.38,25.48,1.89,38.54
000V63-E,Quaker Houghton,Public,United States,1918,Active,NYSE,161.33,3507.59,4600.00,555.15,-15.84,-0.89,-0.89,17.95,991.80,180.96,71.19,960.53,"2,821.62",-16.85,28.54,1.02,-,-1.19,4.29,4.01,10.36
00C2TK-E,"Independence Realty Trust, Inc.",Public,United States,2009,Active,NYSE,13.64,3492.01,923.00,116.83,117.25,0.53,0.53,224.06,"2,635.05",44.02,16.05,"2,625.37","6,532.10",59.66,83.98,3.20,32.08,3.31,1.05,7.61,148.40
0D48PX-E,"Evolent Health, Inc.",Public,United States,2011,Active,NYSE,27.26,3472.94,5100.00,246.39,-18.70,-0.20,-0.20,99.96,476.12,202.69,8.60,469.00,"1,817.29",-64.80,47.53,0.00,-,-2.41,0.32,4.33,48.91
00G4XC-E,California Resources Corp.,Public,United States,2014,Active,NYSE,51.85,3469.42,1060.00,"1,738.00",524.00,6.94,6.75,71.95,662.00,307.00,25.91,644.00,"3,967.00",252.00,379.00,1.82,6.44,29.50,25.55,0.37,27.02
